pit_tag_ref,site_id,population_type,capture_date,state,sex,length,weight,frog_type
900043000108081,10100,6,2016-08-03,healthy,f,60,29,4
900043000108081,10100,6,2016-09-11,healthy,f,65,37,4
900043000108084,70550,1,2015-07-10,healthy,m,44,11,4
900043000108084,70550,1,2015-08-04,healthy,m,49,12,4
900043000108084,70550,1,2016-08-12,healthy,m,53,17,4
900043000108084,70550,1,2019-07-31,healthy,m,56,17,4
900043000108086,10100,6,2015-09-09,healthy,m,45,11,4
900043000108086,10100,6,2016-06-24,healthy,m,46,10,4
900043000108086,10100,6,2016-08-03,healthy,m,48,14,4
900043000108086,10100,6,2016-09-09,healthy,m,51,17,4
900043000108089,10100,6,2015-09-09,healthy,f,55,19,4
900043000108089,10100,6,2016-06-25,healthy,f,58,20,4
900043000108089,10100,6,2016-08-03,healthy,f,57,26,4
900043000108091,10100,6,2015-09-09,healthy,m,46,12,4
900043000108091,10100,6,2015-09-14,healthy,m,45,11,4
900043000108091,10100,6,2016-08-03,healthy,m,49,13,4
900043000108093,12562,5,2014-08-12,healthy,f,63,29,4
900043000108093,12562,5,2014-09-04,healthy,f,64,34,4
900043000108094,70550,1,2015-08-04,healthy,f,42,8,4
900043000108094,70550,1,2015-08-06,healthy,f,42,7,4
900043000108094,70550,1,2015-09-02,healthy,f,47,12,4
900043000108094,70550,1,2016-07-12,healthy,f,52,14,4
900043000108094,70550,1,2016-08-12,healthy,f,58,23,4
900043000108094,70550,1,2017-08-11,healthy,f,60,23,4
900043000108095,84255,3,2015-06-25,healthy,m,44,10,1
900043000108095,84255,3,2016-07-14,healthy,m,47,15,1
900043000108095,84255,3,2017-08-15,healthy,m,52,17,1
900043000108095,84255,3,2017-09-11,healthy,m,53,20,1
900043000108097,70505,1,2015-07-20,healthy,f,64,31,4
900043000108097,70505,1,2015-08-17,healthy,f,68,32,4
900043000108098,10100,6,2015-09-09,healthy,f,51,14,4
900043000108098,10100,6,2016-06-25,healthy,f,52,14,4
900043000108098,10100,6,2016-08-03,healthy,f,52,22,4
900043000108098,10100,6,2016-09-10,healthy,f,55,24,4
900043000108098,10100,6,2017-08-02,healthy,f,56,21,4
900043000108098,10100,6,2017-08-23,healthy,f,56,21,4
900043000108100,70505,1,2015-06-22,healthy,m,42,10,4
900043000108100,70505,1,2015-07-20,healthy,m,48,14,4
900043000108101,72808,8,2015-06-12,healthy,f,66,29,4
900043000108101,72808,8,2015-08-14,healthy,f,66,33,4
900043000108101,72808,8,2016-07-07,healthy,f,67,33,4
900043000108103,72336,8,2015-08-14,healthy,m,53,18,4
900043000108103,72336,8,2016-08-13,healthy,m,56,24,4
900043000108103,72808,8,2015-06-11,healthy,m,47,14,4
900043000108103,72808,8,2016-07-08,healthy,m,50,18,4
900043000108104,72808,8,2015-06-11,healthy,m,45,12,4
900043000108104,72808,8,2015-08-13,healthy,m,50,14,4
900043000108104,72808,8,2016-07-08,healthy,m,51,17,4
900043000108105,72808,8,2015-06-08,healthy,m,54,19,4
900043000108105,72808,8,2017-09-06,healthy,m,58,19,4
900043000108107,72808,8,2015-06-11,healthy,f,44,12,4
900043000108107,72808,8,2016-08-13,healthy,f,55,22,4
900043000108107,72808,8,2017-09-08,healthy,f,57,22,4
900043000108110,70550,1,2015-07-12,healthy,f,44,10,4
900043000108110,70550,1,2015-08-05,healthy,f,49,14,4
900043000108110,70550,1,2015-09-02,healthy,f,51,16,4
900043000108110,70550,1,2016-07-12,healthy,f,50,18,4
900043000108110,70550,1,2016-08-12,healthy,f,57,27,4
900043000108110,70550,1,2017-08-10,healthy,f,58,24,4
900043000108110,70550,1,2018-06-30,healthy,f,65,25,4
900043000108110,70550,1,2018-08-16,healthy,f,65,31,4
900043000108110,70550,1,2019-08-02,healthy,f,67,29,4
900043000108110,70550,1,2020-07-02,healthy,f,68,31,4
900043000108110,70550,1,2021-08-18,healthy,f,70,40,4
900043000108110,70550,1,2022-06-23,healthy,f,70,37,4
900043000108110,70550,1,2023-08-08,healthy,f,71,36,4
900043000108111,70550,1,2015-09-03,healthy,f,52,16,4
900043000108111,70550,1,2016-07-12,healthy,f,54,18,4
900043000108111,70550,1,2017-08-10,healthy,f,58,22,4
900043000108114,70550,1,2015-08-04,healthy,f,46,10,4
900043000108114,70550,1,2015-09-02,healthy,f,51,13,4
900043000108114,70550,1,2017-08-10,healthy,f,61,22,4
900043000108116,72808,8,2015-06-11,healthy,m,55,22,4
900043000108116,72808,8,2015-07-07,healthy,m,57,25,4
900043000108116,72808,8,2016-08-13,healthy,m,59,23,4
900043000108119,72808,8,2015-06-08,healthy,f,47,12,4
900043000108119,72808,8,2015-07-07,healthy,f,50,15,4
900043000108119,72808,8,2015-08-14,healthy,f,50,15,4
900043000108119,72808,8,2016-08-13,healthy,f,52,20,4
900043000108120,72808,8,2015-06-11,healthy,f,51,17,4
900043000108120,72808,8,2015-08-15,healthy,f,58,21,4
900043000108121,70550,1,2015-07-12,healthy,f,44,10,4
900043000108121,70550,1,2015-08-06,healthy,f,48,11,4
900043000108121,70550,1,2016-08-11,healthy,f,58,24,4
900043000108122,70550,1,2015-07-12,healthy,m,40,8,4
900043000108122,70550,1,2015-09-02,healthy,m,49,13,4
900043000108122,70550,1,2016-08-12,healthy,m,52,14,4
900043000108124,70505,1,2015-08-17,healthy,f,55,19,4
900043000108124,70505,1,2016-07-08,healthy,f,59,23,4
900043000108124,70505,1,2016-07-26,healthy,f,63,26,4
900043000108125,70550,1,2015-09-02,healthy,f,45,11,4
900043000108125,70550,1,2016-07-12,healthy,f,52,14,4
900043000108125,70550,1,2016-08-12,healthy,f,59,20,4
900043000108125,70550,1,2017-08-10,healthy,f,65,27,4
900043000108125,70550,1,2018-06-28,healthy,f,62,24,4
900043000108125,70550,1,2018-08-18,healthy,f,66,29,4
900043000108125,70550,1,2019-07-31,healthy,f,67,30,4
900043000108125,70550,1,2020-07-02,healthy,f,69,30,4
900043000108125,70550,1,2020-08-29,healthy,f,70,34,4
900043000108125,70550,1,2021-06-23,healthy,f,67,31,4
900043000108125,70550,1,2022-06-23,healthy,f,71,38,4
900043000108125,70550,1,2022-08-16,healthy,f,74,44,4
900043000108125,70550,1,2023-08-06,healthy,f,71,34,4
900043000108126,72808,8,2015-06-12,healthy,m,56,23,4
900043000108126,72808,8,2015-07-05,healthy,m,57,24,4
900043000108127,70550,1,2016-07-12,healthy,m,43,8,4
900043000108127,70550,1,2016-08-10,healthy,m,49,13,4
900043000108127,70550,1,2017-08-10,healthy,m,53,14,4
900043000108127,70550,1,2018-06-28,healthy,m,52,14,4
900043000108127,70550,1,2018-08-16,healthy,m,56,19,4
900043000108128,72808,8,2015-06-08,healthy,m,47,13,4
900043000108128,72808,8,2016-07-08,healthy,m,52,15,4
900043000108128,72808,8,2016-08-14,healthy,m,53,19,4
900043000108129,72808,8,2015-06-11,healthy,m,55,18,4
900043000108129,72808,8,2015-07-07,healthy,m,54,22,4
900043000108129,72808,8,2015-08-13,healthy,m,58,21,4
900043000108129,72808,8,2016-08-14,healthy,m,56,23,4
900043000108129,72808,8,2017-09-08,healthy,m,56,15,4
900043000108130,70550,1,2015-08-05,healthy,f,47,11,4
900043000108130,70550,1,2016-07-14,healthy,f,55,20,4
900043000108130,70550,1,2016-08-11,healthy,f,59,24,4
900043000108130,70550,1,2017-08-11,healthy,f,59,21,4
900043000108130,70550,1,2019-08-01,healthy,f,61,23,4
900043000108130,70550,1,2020-07-01,healthy,f,65,27,4
900043000108130,70550,1,2021-06-23,healthy,f,66,28,4
900043000108132,70550,1,2016-07-13,healthy,f,40,8,4
900043000108132,70550,1,2017-08-12,healthy,f,53,15,4
900043000108132,70550,1,2018-06-28,healthy,f,57,19,4
900043000108132,70550,1,2018-08-14,healthy,f,62,24,4
900043000108133,72808,8,2015-06-08,healthy,m,49,15,4
900043000108133,72808,8,2016-07-07,healthy,m,54,19,4
900043000108134,70550,1,2015-08-05,healthy,m,46,10,4
900043000108134,70550,1,2016-08-11,healthy,m,54,16,4
900043000108134,70550,1,2017-08-10,healthy,m,55,15,4
900043000108135,72808,8,2015-06-11,healthy,f,49,14,4
900043000108135,72808,8,2015-07-06,healthy,f,53,16,4
900043000108135,72808,8,2015-08-14,healthy,f,55,20,4
900043000108136,72336,8,2015-08-13,healthy,m,52,20,4
900043000108136,72336,8,2015-09-14,healthy,m,54,20,4
900043000108136,72336,8,2016-08-13,healthy,m,57,22,4
900043000108136,72808,8,2015-06-12,healthy,m,52,15,4
900043000108136,72808,8,2016-07-06,healthy,m,53,21,4
900043000108136,72808,8,2017-09-06,healthy,m,56,20,4
900043000108137,72336,8,2016-08-15,healthy,m,57,22,4
900043000108137,72808,8,2015-06-11,healthy,m,49,16,4
900043000108137,72808,8,2015-09-13,healthy,m,52,19,4
900043000108137,72808,8,2016-07-07,healthy,m,51,18,4
900043000108140,70505,1,2015-07-20,healthy,m,45,9,4
900043000108140,70505,1,2015-08-18,healthy,m,49,13,4
900043000108143,72336,8,2016-08-14,healthy,f,53,20,4
900043000108143,72336,8,2018-09-03,healthy,f,60,27,4
900043000108143,72808,8,2015-09-14,healthy,f,42,10,4
900043000108143,72808,8,2016-07-07,healthy,f,46,14,4
900043000108143,72808,8,2017-09-08,healthy,f,54,17,4
900043000108143,72808,8,2018-07-04,healthy,f,56,19,4
900043000108144,70550,1,2015-07-11,healthy,m,59,28,4
900043000108144,70550,1,2017-08-10,healthy,m,63,22,4
900043000108148,72808,8,2015-06-11,healthy,m,61,23,4
900043000108148,72808,8,2016-07-06,healthy,m,57,25,4
900043000108148,72808,8,2016-08-14,healthy,m,59,27,4
900043000108150,72808,8,2015-06-08,healthy,m,52,16,4
900043000108150,72808,8,2015-08-15,healthy,m,54,19,4
900043000108150,72808,8,2015-09-14,healthy,m,54,20,4
900043000108150,72808,8,2016-07-08,healthy,m,56,20,4
900043000108150,72808,8,2016-08-15,healthy,m,55,20,4
900043000108151,70505,1,2015-06-22,healthy,f,46,9,4
900043000108151,70505,1,2015-07-21,healthy,f,49,13,4
900043000108151,70505,1,2016-07-08,healthy,m,53,17,4
900043000108151,70505,1,2016-07-27,healthy,m,56,19,4
900043000108153,10102,6,2016-08-03,healthy,m,48,13,4
900043000108153,10102,6,2016-09-10,healthy,m,50,13,4
900043000108154,70550,1,2015-09-03,healthy,m,49,15,4
900043000108154,70550,1,2016-08-11,healthy,m,55,17,4
900043000108154,70550,1,2017-08-12,healthy,m,53,20,4
900043000108154,70550,1,2019-08-01,healthy,m,57,21,4
900043000108154,70550,1,2020-07-01,healthy,m,58,20,4
900043000108154,70550,1,2020-08-27,healthy,m,59,23,4
900043000108154,70550,1,2021-06-23,healthy,m,58,22,4
900043000108154,70550,1,2021-08-16,healthy,m,57,23,4
900043000108155,72808,8,2015-06-11,healthy,m,56,19,4
900043000108155,72808,8,2017-09-08,healthy,m,55,15,4
900043000108158,70550,1,2016-07-12,healthy,m,40,8,4
900043000108158,70550,1,2018-08-16,healthy,m,54,20,4
900043000108158,70550,1,2019-08-01,healthy,m,56,19,4
900043000108158,70550,1,2020-07-01,healthy,m,60,19,4
900043000108158,70550,1,2020-08-28,healthy,m,60,25,4
900043000108158,70550,1,2021-06-23,healthy,m,58,22,4
900043000108158,70550,1,2021-08-16,healthy,m,61,27,4
900043000108158,70550,1,2023-08-06,healthy,m,63,23,4
900043000108159,70550,1,2015-07-12,healthy,m,43,8,4
900043000108159,70550,1,2015-08-04,healthy,m,46,10,4
900043000108159,70550,1,2015-09-02,healthy,m,51,15,4
900043000108159,70550,1,2016-07-12,healthy,m,48,10,4
900043000108159,70550,1,2016-08-10,healthy,m,53,15,4
900043000108159,70550,1,2017-08-10,healthy,m,54,15,4
900043000108162,72808,8,2015-06-12,healthy,f,50,15,4
900043000108162,72808,8,2015-07-07,healthy,f,53,18,4
900043000108162,72808,8,2015-08-13,healthy,f,55,19,4
900043000108162,72808,8,2016-07-07,healthy,f,56,21,4
900043000108162,72808,8,2016-08-14,healthy,f,58,23,4
900043000108163,72808,8,2015-06-08,healthy,m,49,16,4
900043000108163,72808,8,2016-08-14,healthy,m,55,20,4
900043000108165,72808,8,2015-06-12,healthy,f,51,16,4
900043000108165,72808,8,2016-07-08,healthy,f,57,20,4
900043000108165,72808,8,2016-08-14,healthy,f,62,26,4
900043000108166,72808,8,2015-06-12,healthy,f,65,29,4
900043000108166,72808,8,2015-07-05,healthy,f,66,35,4
900043000108166,72808,8,2016-07-07,healthy,f,72,38,4
900043000108168,70550,1,2015-07-12,healthy,f,44,10,4
900043000108168,70550,1,2015-08-04,healthy,f,48,11,4
900043000108168,70550,1,2016-07-13,healthy,f,56,19,4
900043000108168,70550,1,2016-08-12,healthy,f,56,24,4
900043000108168,70550,1,2017-08-11,healthy,f,63,25,4
900043000108168,70550,1,2018-06-30,healthy,f,65,26,4
900043000108170,70550,1,2015-07-12,healthy,m,48,13,4
900043000108170,70550,1,2015-08-05,healthy,m,52,12,4
900043000108170,70550,1,2016-07-14,healthy,m,53,16,4
900043000108170,70550,1,2017-08-11,healthy,m,56,18,4
900043000108173,72808,8,2015-06-12,healthy,m,48,14,4
900043000108173,72808,8,2015-07-06,healthy,m,48,15,4
900043000108175,72336,8,2016-07-06,healthy,m,54,19,4
900043000108175,72808,8,2015-06-12,healthy,m,54,19,4
900043000108175,72808,8,2015-07-05,healthy,m,55,21,4
900043000108175,72808,8,2018-07-05,healthy,m,53,19,4
900043000108175,72808,8,2020-07-01,healthy,m,58,23,4
900043000108176,72808,8,2015-06-12,healthy,m,51,19,4
900043000108176,72808,8,2016-07-07,healthy,m,53,22,4
900043000108176,72808,8,2016-08-13,healthy,m,54,22,4
900043000108178,72808,8,2015-06-08,healthy,f,50,14,4
900043000108178,72808,8,2015-07-05,healthy,f,56,20,4
900043000108178,72808,8,2015-09-13,healthy,f,56,22,4
900043000108178,72808,8,2016-07-06,healthy,f,56,21,4
900043000108178,72808,8,2016-08-15,healthy,f,59,24,4
900043000108179,72808,8,2015-06-08,healthy,f,52,18,4
900043000108179,72808,8,2015-07-06,healthy,f,55,22,4
900043000108179,72808,8,2016-07-06,healthy,f,57,23,4
900043000108179,72808,8,2016-08-15,healthy,f,59,25,4
900043000108181,72808,8,2015-06-08,healthy,f,52,17,4
900043000108181,72808,8,2015-08-14,healthy,f,52,15,4
900043000108181,72808,8,2016-07-08,healthy,f,54,19,4
900043000108181,72808,8,2016-08-15,healthy,f,59,24,4
900043000108182,70550,1,2015-07-12,healthy,m,45,11,4
900043000108182,70550,1,2015-08-04,healthy,m,49,14,4
900043000108182,70550,1,2016-07-12,healthy,m,51,14,4
900043000108182,70550,1,2017-08-10,healthy,m,56,16,4
900043000108182,70550,1,2018-08-17,healthy,m,61,19,4
900043000108183,70505,1,2015-07-21,healthy,f,47,13,4
900043000108183,70505,1,2015-08-17,healthy,f,51,13,4
900043000108184,70550,1,2016-07-12,healthy,m,40,8,4
900043000108184,70550,1,2016-08-11,healthy,m,45,11,4
900043000108185,70550,1,2015-09-04,healthy,m,53,18,4
900043000108185,70550,1,2016-07-13,healthy,m,57,17,4
900043000108185,70550,1,2018-06-29,healthy,m,59,20,4
900043000108187,70505,1,2015-06-22,healthy,m,41,7,4
900043000108187,70505,1,2015-07-20,healthy,m,58,11,4
900043000108187,70505,1,2015-08-17,healthy,m,50,15,4
900043000108187,70505,1,2016-07-06,healthy,m,54,15,4
900043000108187,70505,1,2016-07-27,healthy,m,55,18,4
900043000108187,70505,1,2017-07-26,healthy,m,60,20,4
900043000108187,70505,1,2017-08-29,healthy,m,60,23,4
900043000108187,70505,1,2018-08-02,healthy,m,60,25,4
900043000108188,72336,8,2015-09-13,healthy,m,55,20,4
900043000108188,72336,8,2016-07-07,healthy,m,54,18,4
900043000108188,72808,8,2015-06-12,healthy,m,51,15,4
900043000108188,72808,8,2016-08-15,healthy,m,54,21,4
900043000108194,72808,8,2015-06-11,healthy,m,51,16,4
900043000108194,72808,8,2016-07-06,healthy,m,52,21,4
900043000108194,72808,8,2016-08-14,healthy,m,57,21,4
900043000108194,72808,8,2017-09-08,healthy,m,55,15,4
900043000108195,72336,8,2015-08-15,healthy,m,55,19,4
900043000108195,72336,8,2016-08-14,healthy,m,56,23,4
900043000108195,72808,8,2015-06-08,healthy,m,55,17,4
900043000108195,72808,8,2015-07-05,healthy,m,54,20,4
900043000108195,72808,8,2016-07-06,healthy,m,56,22,4
900043000108195,72808,8,2017-09-06,healthy,m,58,18,4
900043000108197,72808,8,2015-06-08,healthy,m,51,8,4
900043000108197,72808,8,2016-08-14,healthy,m,55,21,4
900043000108198,70550,1,2015-07-12,healthy,f,54,19,4
900043000108198,70550,1,2015-09-02,healthy,f,59,26,4
900043000108198,70550,1,2016-07-12,healthy,f,68,19,4
900043000108200,72336,8,2015-08-13,healthy,m,53,15,4
900043000108200,72808,8,2015-06-12,healthy,m,49,15,4
900043000108200,72808,8,2015-07-06,healthy,m,54,17,4
900043000108200,72808,8,2016-07-06,healthy,m,53,18,4
900043000108200,72808,8,2016-08-14,healthy,m,55,20,4
900043000108203,10101,6,2015-08-24,healthy,f,49,10,4
900043000108203,10101,6,2015-09-11,healthy,f,50,10,4
900043000108210,72336,8,2016-08-15,healthy,f,61,28,4
900043000108210,72808,8,2015-07-06,healthy,f,58,26,4
900043000108210,72808,8,2016-07-06,healthy,f,60,23,4
900043000108213,72808,8,2015-07-05,healthy,m,57,23,4
900043000108213,72808,8,2016-07-07,healthy,m,58,25,4
900043000108214,10101,6,2015-08-31,healthy,f,48,9,4
900043000108214,11858,6,2015-08-26,healthy,f,51,11,4
900043000108216,10101,6,2015-08-26,healthy,m,49,13,4
900043000108216,10101,6,2015-09-11,healthy,m,51,13,4
900043000108216,10102,6,2016-06-24,healthy,m,51,13,4
900043000108216,10102,6,2016-06-25,healthy,m,50,13,4
900043000108216,11858,6,2017-08-01,healthy,m,52,14,4
900043000108216,11858,6,2017-08-23,healthy,m,54,16,4
900043000108217,10101,6,2015-08-24,healthy,f,46,8,4
900043000108217,10101,6,2015-08-31,healthy,f,44,7,4
900043000108219,10101,6,2015-08-31,healthy,m,45,10,4
900043000108219,10101,6,2016-06-24,healthy,m,47,11,4
900043000108219,10101,6,2016-06-25,healthy,m,48,12,4
900043000108219,10102,6,2015-08-26,healthy,m,47,9,4
900043000108219,10102,6,2016-08-05,healthy,m,53,16,4
900043000108220,72808,8,2015-07-06,healthy,m,53,19,4
900043000108220,72808,8,2017-09-07,healthy,m,57,20,4
900043000108221,72808,8,2015-07-05,healthy,f,55,20,4
900043000108221,72808,8,2015-08-14,healthy,f,56,22,4
900043000108221,72808,8,2016-08-13,healthy,f,59,26,4
900043000108224,10101,6,2015-09-11,healthy,f,51,12,4
900043000108224,10102,6,2016-06-26,healthy,f,55,14,4
900043000108224,11858,6,2015-08-26,healthy,f,52,12,4
900043000108224,11858,6,2017-08-02,healthy,f,56,16,4
900043000108224,11858,6,2017-08-23,healthy,f,57,16,4
900043000108229,70505,1,2015-07-20,healthy,f,51,16,1
900043000108229,70505,1,2015-08-17,healthy,f,53,17,1
900043000108230,70505,1,2015-07-20,healthy,m,51,15,1
900043000108230,70505,1,2015-08-17,healthy,m,51,16,1
900043000108231,10101,6,2015-08-25,healthy,f,57,21,4
900043000108231,10101,6,2016-06-24,healthy,f,56,19,4
900043000108231,10101,6,2016-08-03,healthy,f,62,24,4
900043000108232,72336,8,2017-09-08,healthy,m,54,18,4
900043000108232,72808,8,2015-07-05,healthy,m,53,21,4
900043000108232,72808,8,2015-07-07,healthy,m,54,21,4
900043000108232,72808,8,2016-07-07,healthy,m,52,22,4
900043000108233,72808,8,2015-07-06,healthy,m,50,16,4
900043000108233,72808,8,2016-07-08,healthy,m,52,18,4
900043000108234,72808,8,2015-07-05,healthy,f,49,15,4
900043000108234,72808,8,2015-08-13,healthy,f,52,17,4
900043000108234,72808,8,2016-08-15,healthy,f,58,21,4
900043000108237,10101,6,2015-09-11,healthy,f,60,23,4
900043000108237,11858,6,2015-08-25,healthy,f,61,23,4
900043000108239,10101,6,2015-08-31,healthy,f,52,13,4
900043000108239,10101,6,2016-06-25,healthy,f,53,16,4
900043000108239,10101,6,2016-08-05,healthy,f,59,22,4
900043000108239,11858,6,2015-08-25,healthy,f,51,14,4
900043000108240,72808,8,2015-07-07,healthy,f,48,16,4
900043000108240,72808,8,2015-08-13,healthy,f,52,16,4
900043000108240,72808,8,2016-07-07,healthy,f,51,19,4
900043000108240,72808,8,2016-08-14,healthy,f,58,23,4
900043000108240,72808,8,2017-09-08,healthy,f,59,19,4
900043000108240,72808,8,2018-07-04,healthy,f,58,24,4
900043000108240,72808,8,2018-09-05,healthy,f,61,30,4
900043000108240,72808,8,2019-08-06,healthy,f,61,22,4
900043000108240,72808,8,2020-07-01,healthy,f,62,27,4
900043000108240,72808,8,2021-08-04,healthy,f,64,35,4
900043000108241,70505,1,2015-07-20,healthy,f,51,14,1
900043000108241,70505,1,2015-08-17,healthy,f,53,18,1
900043000108242,70505,1,2015-07-20,healthy,f,53,16,1
900043000108242,72092,1,2015-08-18,healthy,f,54,20,1
900043000108243,10101,6,2015-08-25,healthy,f,64,31,4
900043000108243,10101,6,2015-08-31,healthy,f,68,27,4
900043000108244,72808,8,2015-07-06,healthy,m,54,21,4
900043000108244,72808,8,2016-07-06,healthy,m,57,23,4
900043000108244,72808,8,2016-08-13,healthy,m,55,24,4
900043000108244,72808,8,2017-09-07,healthy,m,56,18,4
900043000108245,10101,6,2015-08-31,healthy,m,52,11,4
900043000108245,11858,6,2015-08-26,healthy,m,52,13,4
900043000108246,10101,6,2015-08-26,healthy,f,49,13,4
900043000108246,10101,6,2015-08-31,healthy,f,51,12,4
900043000108246,10101,6,2015-09-11,healthy,f,51,12,4
900043000108249,72808,8,2015-07-06,healthy,m,55,20,4
900043000108249,72808,8,2016-07-08,healthy,m,51,22,4
900043000108249,72808,8,2016-08-14,healthy,m,58,24,4
900043000108250,72808,8,2015-07-06,healthy,m,52,21,4
900043000108250,72808,8,2016-07-07,healthy,m,57,19,4
900043000108253,72808,8,2015-07-05,healthy,m,58,26,4
900043000108253,72808,8,2016-07-08,healthy,m,58,25,4
900043000108254,72808,8,2015-07-07,healthy,m,51,19,4
900043000108254,72808,8,2016-08-15,healthy,m,54,21,4
900043000108255,10101,6,2015-08-26,healthy,m,56,16,4
900043000108255,10101,6,2015-08-31,healthy,m,53,15,4
900043000108257,10101,6,2015-08-26,healthy,m,47,12,4
900043000108257,11858,6,2016-08-03,healthy,m,51,14,4
900043000108259,72808,8,2015-07-07,healthy,m,49,15,4
900043000108259,72808,8,2015-08-13,healthy,m,52,16,4
900043000108259,72808,8,2016-07-07,healthy,m,52,16,4
900043000108259,72808,8,2016-08-15,healthy,m,55,17,4
900043000108262,10101,6,2015-09-11,sick,m,49,9,4
900043000108262,10102,6,2015-08-27,healthy,m,46,9,4
900043000108265,72808,8,2015-07-06,healthy,m,62,29,4
900043000108265,72808,8,2015-08-14,healthy,m,59,27,4
900043000108265,72808,8,2016-08-13,healthy,m,62,31,4
900043000108267,10101,6,2015-08-31,healthy,m,45,8,4
900043000108267,11858,6,2015-08-26,healthy,m,46,10,4
900043000108268,70413,3,2015-08-01,healthy,f,49,12,1
900043000108268,70413,3,2015-08-29,healthy,f,49,13,1
900043000108269,10101,6,2015-08-25,healthy,f,58,25,4
900043000108269,10101,6,2015-08-31,healthy,f,59,23,4
900043000108269,10101,6,2016-08-05,healthy,f,61,24,4
900043000108270,10102,6,2015-08-25,healthy,m,46,10,4
900043000108270,10102,6,2016-08-05,healthy,m,50,12,4
900043000108271,70505,1,2015-07-20,healthy,f,53,18,1
900043000108271,70505,1,2015-08-17,healthy,f,56,19,1
900043000108271,70505,1,2016-07-27,healthy,f,61,26,1
900043000108274,10102,6,2015-08-25,healthy,f,52,14,4
900043000108274,10102,6,2016-06-25,healthy,f,52,16,4
900043000108275,10102,6,2015-08-25,healthy,m,46,10,4
900043000108275,10102,6,2016-08-03,healthy,m,53,13,4
900043000108276,10101,6,2015-08-26,healthy,m,41,10,4
900043000108276,10101,6,2015-08-31,healthy,m,47,8,4
900043000108276,10102,6,2016-06-24,healthy,m,47,10,4
900043000108277,10101,6,2015-09-11,sick,m,45,8,4
900043000108277,11858,6,2015-08-26,healthy,m,46,9,4
900043000108279,72808,8,2015-07-05,healthy,m,59,27,4
900043000108279,72808,8,2016-08-14,healthy,m,60,27,4
900043000108279,72808,8,2018-07-04,healthy,m,60,22,4
900043000108281,72808,8,2015-07-06,healthy,f,57,23,4
900043000108281,72808,8,2015-08-15,healthy,f,60,23,4
900043000108281,72808,8,2016-08-13,healthy,f,59,26,4
900043000108282,11858,6,2015-08-25,healthy,f,52,15,4
900043000108282,11858,6,2016-09-10,healthy,f,59,22,4
900043000108282,11858,6,2017-08-01,healthy,f,58,16,4
900043000108282,11858,6,2017-08-23,healthy,f,57,17,4
900043000108285,10101,6,2015-08-24,healthy,m,44,7,4
900043000108285,10101,6,2015-08-31,healthy,m,44,7,4
900043000108285,10101,6,2016-06-24,healthy,m,45,10,4
900043000108285,10101,6,2016-08-05,healthy,m,46,11,4
900043000108287,10101,6,2015-08-26,healthy,m,53,14,4
900043000108287,10101,6,2015-08-31,healthy,m,53,14,4
900043000108288,72808,8,2015-07-07,healthy,f,54,22,4
900043000108288,72808,8,2016-08-15,healthy,f,62,34,4
900043000108290,10101,6,2015-08-31,healthy,m,50,10,4
900043000108290,11858,6,2015-08-25,healthy,m,48,13,4
900043000108293,72336,8,2015-08-15,healthy,m,56,23,4
900043000108293,72808,8,2015-07-05,healthy,m,60,23,4
900043000108293,72808,8,2016-07-08,healthy,m,60,22,4
900043000108293,72808,8,2016-08-14,healthy,m,59,24,4
900043000108293,72808,8,2017-09-07,healthy,m,57,20,4
900043000108295,72808,8,2015-07-07,healthy,m,48,12,4
900043000108295,72808,8,2016-07-08,healthy,m,50,12,4
900043000108295,72808,8,2017-09-08,healthy,m,53,14,4
900043000108295,72808,8,2018-07-06,healthy,m,53,16,4
900043000108295,72808,8,2019-08-07,healthy,m,56,18,4
900043000108295,72808,8,2020-07-01,healthy,m,56,20,4
900043000108295,72808,8,2021-08-06,healthy,m,60,25,4
900043000108296,72808,8,2015-07-05,healthy,f,54,20,4
900043000108296,72808,8,2016-08-14,healthy,f,58,27,4
900043000108301,72808,8,2015-07-06,healthy,m,53,18,4
900043000108301,72808,8,2016-07-06,healthy,m,56,21,4
900043000108301,72808,8,2016-08-13,healthy,m,58,23,4
900043000108301,72808,8,2017-09-07,healthy,m,56,18,4
900043000108303,72808,8,2015-06-12,healthy,f,66,29,4
900043000108303,72808,8,2016-07-08,healthy,f,67,36,4
900043000108304,72336,8,2015-06-12,healthy,f,65,26,4
900043000108304,72336,8,2015-08-15,healthy,f,66,32,4
900043000108304,72336,8,2016-08-14,healthy,f,68,39,4
900043000108305,72336,8,2016-08-14,healthy,f,63,29,4
900043000108305,72808,8,2015-06-12,healthy,f,61,27,4
900043000108306,72808,8,2015-06-11,healthy,m,50,15,4
900043000108306,72808,8,2015-08-14,healthy,m,52,18,4
900043000108306,72808,8,2016-07-06,healthy,m,51,18,4
900043000108306,72808,8,2016-08-13,healthy,m,54,20,4
900043000108307,72808,8,2015-07-06,healthy,f,63,30,4
900043000108307,72808,8,2015-08-13,healthy,f,62,28,4
900043000108307,72808,8,2016-08-14,healthy,f,62,33,4
900043000108308,72336,8,2015-08-15,healthy,m,58,23,4
900043000108308,72808,8,2015-07-05,healthy,m,56,24,4
900043000108308,72808,8,2016-07-07,healthy,m,58,25,4
900043000108309,72336,8,2016-08-13,healthy,m,56,21,4
900043000108309,72808,8,2015-06-11,healthy,m,56,19,4
900043000108309,72808,8,2015-08-13,healthy,m,55,22,4
