collect_siteid,release_siteid1,release_siteid2,release_date,type,pit_tag_ref
84221,84313,NA,2018-07-12,translocation,900067000117613
84221,84313,NA,2018-07-12,translocation,900067000117465
84221,84313,NA,2018-07-12,translocation,900067000117310
84221,84313,NA,2018-07-12,translocation,900067000117646
84221,84313,NA,2018-07-12,translocation,900067000117294
84221,84313,NA,2018-07-12,translocation,985121019103123
84221,84313,NA,2018-07-12,translocation,985121019078477
84221,84313,NA,2018-07-12,translocation,900118001029687
84221,84313,NA,2018-07-12,translocation,900118001029543
84221,84313,NA,2018-07-12,translocation,900043000104507
70459,74976,NA,2018-07-18,translocation,900067000117439
70459,74976,NA,2018-07-18,translocation,900067000117469
70459,74976,NA,2018-07-18,translocation,900067000117407
70459,74976,NA,2018-07-18,translocation,900067000117477
70459,74976,NA,2018-07-18,translocation,900067000117470
70459,74976,NA,2018-07-18,translocation,900067000117393
70459,74976,NA,2018-07-18,translocation,900067000117385
70459,74976,NA,2018-07-18,translocation,900067000117445
70459,74976,NA,2018-07-18,translocation,900067000117420
70459,74976,NA,2018-07-18,translocation,900067000117396
70459,70556,NA,2018-08-16,translocation,900043000144463
70459,70556,NA,2018-08-16,translocation,900067000117408
70459,70556,NA,2018-08-16,translocation,900067000117464
70459,70556,NA,2018-08-16,translocation,900043000144482
70459,70556,NA,2018-08-16,translocation,900067000117454
70459,70556,NA,2018-08-16,translocation,900067000117357
70459,70556,NA,2018-08-16,translocation,900043000144416
70459,70556,NA,2018-08-16,translocation,900067000117311
70459,70556,NA,2018-08-16,translocation,900043000144446
70459,70556,NA,2018-08-16,translocation,900067000117332
70459,70556,NA,2018-08-16,translocation,900043000144447
70459,70556,NA,2018-08-16,translocation,900043000144480
70459,70556,NA,2018-08-16,translocation,900067000117447
70459,70556,NA,2018-08-16,translocation,900067000117435
70459,70556,NA,2018-08-16,translocation,900043000144415
70459,70556,NA,2018-08-16,translocation,900067000117424
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001028589
84221,84235,NA,2015-06-15,reintroduction,900067000060923
70459,70556,NA,2018-08-16,translocation,900067000117401
70459,70556,NA,2018-08-16,translocation,900067000117473
70459,70556,NA,2018-08-16,translocation,900043000144427
70459,70556,NA,2018-08-16,translocation,900043000144471
70459,70556,NA,2018-08-16,translocation,900067000117402
70459,70556,NA,2018-08-16,translocation,900067000117359
70459,70556,NA,2018-08-16,translocation,900067000117430
70459,70556,NA,2018-08-16,translocation,900043000144426
70459,70556,NA,2018-08-16,translocation,900067000117463
70459,70556,NA,2018-08-16,translocation,900043000144465
70459,70556,NA,2018-08-16,translocation,900067000117392
70459,70556,NA,2018-08-16,translocation,900067000117431
70459,70556,NA,2018-08-16,translocation,900067000117422
72996,70628,NA,2020-08-05,translocation,982126058790494
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,985121013702689
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001029733
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001028762
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001028285
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001029714
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001058396
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001030653
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001029394
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001028916
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001030565
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001031405
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001029487
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001029027
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001058268
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001028814
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001029166
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001028276
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001060671
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001030145
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001059268
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001029644
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001057995
"10475,10476,10477",10277,NA,2013-09-04,reintroduction,900118001030620
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028278
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001027835
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028293
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029134
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029176
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029185
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001030568
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029842
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001057482
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029263
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029426
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028607
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001027591
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001027654
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001030405
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028116
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028201
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028255
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028806
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029265
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028928
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028871
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001030251
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001058314
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001028719
84221,84235,NA,2015-06-15,reintroduction,900043000104829
84221,84235,NA,2015-06-15,reintroduction,900067000061024
84221,84235,NA,2015-06-15,reintroduction,900067000060964
84221,84235,NA,2015-06-15,reintroduction,900067000060922
84221,84235,NA,2015-06-15,reintroduction,900067000060921
84221,84235,NA,2015-06-15,reintroduction,900067000061061
84221,84235,NA,2015-06-15,reintroduction,900067000060924
84221,84235,NA,2015-06-15,reintroduction,900067000060967
84221,84235,NA,2015-06-15,reintroduction,900067000060950
84221,84313,NA,2015-06-15,reintroduction,900067000061058
84221,84313,NA,2015-06-15,reintroduction,900067000060938
84221,84313,NA,2015-06-15,reintroduction,900043000104800
84221,84313,NA,2015-06-15,reintroduction,900067000061001
84221,84313,NA,2015-06-15,reintroduction,900067000060966
84221,84313,NA,2015-06-15,reintroduction,900067000061070
84221,84313,NA,2015-06-15,reintroduction,900067000060988
84221,84313,NA,2015-06-15,reintroduction,900067000060927
84221,84313,NA,2015-06-15,reintroduction,900067000060929
84221,84313,NA,2015-06-15,reintroduction,900067000060965
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001030160
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029675
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029496
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,985121019099621
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,985121019097871
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001030153
"10475,10476,10477",10285,NA,2013-09-04,reintroduction,900118001029676
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001028433
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029319
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029871
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029060
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001028703
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001028615
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029139
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029232
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001028416
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001028839
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001030593
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001028454
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001030453
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001030652
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001028984
84221,84313,NA,2015-06-15,reintroduction,900067000060930
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001028692
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001030884
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001031226
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001030480
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001030558
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001057603
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029296
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001058161
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001058203
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001030594
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029405
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001027506
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029482
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001030654
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001065541
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029550
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001029090
"10475,10476,10477",10315,NA,2013-09-04,reintroduction,900118001057582
72996,70628,NA,2020-08-05,translocation,982126058790496
72996,70628,NA,2020-08-05,translocation,982126058790469
72996,70628,NA,2020-08-05,translocation,982126058790488
72996,70628,NA,2020-08-05,translocation,982126058790524
72996,70628,NA,2020-08-05,translocation,982126058790626
72996,70641,NA,2020-08-05,translocation,982126058790503
72996,70641,NA,2020-08-05,translocation,982126058790358
72996,70641,NA,2020-08-05,translocation,982126058790493
72996,70641,NA,2020-08-05,translocation,982126058790479
72996,70641,NA,2020-08-05,translocation,982126058790498
72996,70641,NA,2020-08-05,translocation,982126058790537
72996,70641,NA,2020-08-05,translocation,982126058790501
72996,70641,NA,2020-08-05,translocation,982126058790521
72996,70628,NA,2020-08-05,translocation,982126058790511
84221,84313,84235,2016-07-12,reintroduction,900067000060975
84221,84313,84235,2016-07-12,reintroduction,900067000061079
84221,84313,84235,2016-07-12,reintroduction,900067000060905
84221,84313,84235,2016-07-12,reintroduction,900043000104864
84221,84313,84235,2016-07-12,reintroduction,900043000104865
84221,84313,84235,2016-07-12,reintroduction,900067000061044
84221,84313,84235,2016-07-12,reintroduction,900043000104814
84221,84313,84235,2016-07-12,reintroduction,900067000061062
84221,84313,84235,2016-07-12,reintroduction,900067000061030
84221,84313,84235,2016-07-12,reintroduction,900043000104872
84221,84313,84235,2016-07-12,reintroduction,900067000061039
84221,84313,84235,2016-07-12,reintroduction,900043000104827
84221,84313,84235,2016-07-12,reintroduction,900043000104839
84221,84313,84235,2016-07-12,reintroduction,900067000061075
84221,84313,84235,2016-07-12,reintroduction,900067000060986
84221,84313,84235,2016-07-12,reintroduction,900067000060913
84221,84313,84235,2016-07-12,reintroduction,900067000061057
84221,84313,84235,2016-07-12,reintroduction,900067000061053
84221,84313,84235,2016-07-12,reintroduction,900043000061023
84221,84313,84235,2016-07-12,reintroduction,900043000104846
84221,84313,84235,2016-07-12,reintroduction,900067000061003
84221,84313,84235,2016-07-12,reintroduction,900067000060941
84221,84313,84235,2016-07-12,reintroduction,900043000104809
84221,84313,84235,2016-07-12,reintroduction,900067000060949
84221,84313,NA,2015-06-15,reintroduction,900067000060970
84221,84313,NA,2015-06-15,reintroduction,900067000060969
84221,84313,NA,2015-06-15,reintroduction,900043000104854
84221,84313,NA,2015-06-15,reintroduction,900043000104828
84221,84313,NA,2015-06-15,reintroduction,900067000060914
84221,84313,NA,2015-06-15,reintroduction,900067000060956
10319,10319,NA,2017-08-24,reintroduction,982000410163533
10319,10319,NA,2017-08-24,reintroduction,982000410163528
10319,10319,NA,2017-08-24,reintroduction,982000410163504
10319,10319,NA,2017-08-24,reintroduction,982000410163500
10319,10319,NA,2017-08-24,reintroduction,982000410163538
10319,10319,NA,2017-08-24,reintroduction,982000410163491
10319,10319,NA,2017-08-24,reintroduction,982000410163515
10319,10319,NA,2017-08-24,reintroduction,982000410163490
10319,10319,NA,2017-08-24,reintroduction,982000410163552
10319,10319,NA,2017-08-24,reintroduction,982000410163488
10319,10319,NA,2017-08-24,reintroduction,982000410163510
10319,10319,NA,2017-08-24,reintroduction,982000410163487
10319,10319,NA,2017-08-24,reintroduction,982000410163525
10319,10319,NA,2017-08-24,reintroduction,982000410163559
10319,10319,NA,2017-08-24,reintroduction,982000410163485
84221,84313,NA,2015-06-15,reintroduction,900067000060916
84221,84313,NA,2015-06-15,reintroduction,900067000060920
84221,84313,NA,2015-06-15,reintroduction,900067000060935
84221,84313,NA,2015-06-15,reintroduction,900067000060993
84221,84313,NA,2015-06-15,reintroduction,900067000060945
84221,84313,NA,2015-06-15,reintroduction,900067000061066
84221,84313,NA,2015-06-15,reintroduction,900067000060926
84221,84313,NA,2015-06-15,reintroduction,900067000060908
84221,84313,NA,2015-06-15,reintroduction,900067000060976
84221,84313,NA,2015-06-15,reintroduction,900067000060960
84221,84313,NA,2015-06-15,reintroduction,900067000060957
84221,84313,NA,2015-06-15,reintroduction,900067000060912
84221,84313,NA,2015-06-15,reintroduction,900067000060984
84221,84313,NA,2015-06-15,reintroduction,900067000060915
84221,84313,NA,2015-06-15,reintroduction,900067000060994
84221,84313,NA,2015-06-15,reintroduction,900067000060971
84221,84313,NA,2015-06-15,reintroduction,900067000060928
84221,84313,NA,2015-06-15,reintroduction,900067000060942
84221,84313,NA,2015-06-15,reintroduction,900067000060958
84221,84313,NA,2015-06-15,reintroduction,900043000104881
84221,84313,NA,2015-06-15,reintroduction,900067000060995
84221,84313,NA,2015-06-15,reintroduction,900067000060901
84221,84313,NA,2015-06-15,reintroduction,900043000104889
84221,84313,NA,2015-06-15,reintroduction,900067000060979
84221,84313,NA,2015-06-15,reintroduction,900067000060987
84221,84313,NA,2015-06-15,reintroduction,900067000060933
84221,84313,NA,2015-06-15,reintroduction,900067000060932
84221,84313,NA,2015-06-15,reintroduction,900067000060919
84221,84313,NA,2015-06-15,reintroduction,900067000060980
84221,84313,NA,2015-06-15,reintroduction,900067000060906
84221,84313,NA,2015-06-15,reintroduction,900043000104822
84221,84313,NA,2015-06-15,reintroduction,900067000061069
84221,84313,NA,2015-06-15,reintroduction,900043000104826
84221,84313,NA,2015-06-15,reintroduction,900067000060955
84221,84313,NA,2015-06-15,reintroduction,900067000060931
84221,84313,NA,2015-06-15,reintroduction,900067000060996
84221,84313,NA,2015-06-15,reintroduction,900067000060953
84221,84313,NA,2015-06-15,reintroduction,900043000104847
10319,10319,NA,2017-08-24,reintroduction,982000410163494
10319,10319,NA,2017-08-24,reintroduction,982000410163477
10319,10319,NA,2017-08-24,reintroduction,982000410163530
10319,10319,NA,2017-08-24,reintroduction,982000410163523
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163542
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163582
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163572
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163648
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163660
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163521
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163556
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163590
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163588
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163661
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163668
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163512
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163663
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163622
"21078,21081",20196,NA,2017-08-24,reintroduction,982000410163513
"21078,21081",20196,NA,2017-08-24,reintroduction,7484223
"21078,21081",20198,NA,2017-08-24,reintroduction,982000410163484
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163649
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163576
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163531
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163535
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163619
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163644
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163593
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163503
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163495
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163566
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163614
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163509
"21078,21081",20199,NA,2017-08-24,reintroduction,982000410163626
84221,84313,NA,2015-06-15,reintroduction,900043000104848
84221,84313,NA,2015-06-15,reintroduction,900067000060962
84221,84313,NA,2015-06-15,reintroduction,900067000060974
84221,84313,NA,2015-06-15,reintroduction,900067000060978
84221,84313,NA,2015-06-15,reintroduction,900067000060946
84221,84313,NA,2015-06-15,reintroduction,900067000061021
84221,84313,NA,2015-06-15,reintroduction,900067000060981
84221,84235,NA,2014-06-16,reintroduction,900043000104871
84221,84235,NA,2014-06-16,reintroduction,900043000104837
84221,84235,NA,2014-06-16,reintroduction,900043000104869
84221,84235,NA,2014-06-16,reintroduction,900043000104805
84221,84235,NA,2014-06-16,reintroduction,900043000104841
84221,84235,NA,2014-06-16,reintroduction,900043000104888
84221,84235,NA,2014-06-16,reintroduction,900043000104843
84221,84235,NA,2014-06-16,reintroduction,900043000104867
84221,84235,NA,2014-06-16,reintroduction,900043000104859
84221,84235,NA,2014-06-16,reintroduction,900043000104852
84221,84235,NA,2014-06-16,reintroduction,900043000104840
84221,84235,NA,2014-06-16,reintroduction,900043000104894
84221,84235,NA,2014-06-16,reintroduction,900043000104892
84221,84235,NA,2014-06-16,reintroduction,900043000104862
84221,84235,NA,2014-06-16,reintroduction,900043000104807
84221,84235,NA,2014-06-16,reintroduction,900043000104819
84221,84235,NA,2014-06-16,reintroduction,900043000104875
84221,84235,NA,2014-06-16,reintroduction,900043000104803
84221,84235,NA,2014-06-16,reintroduction,900043000104855
84221,84235,NA,2014-06-16,reintroduction,900043000104818
84221,84235,NA,2014-06-16,reintroduction,900043000104832
84221,84235,NA,2014-06-16,reintroduction,900043000104879
84221,84235,NA,2014-06-16,reintroduction,900043000104824
84221,84235,NA,2014-06-16,reintroduction,900043000104884
84221,84235,NA,2014-06-16,reintroduction,900043000104816
84221,84235,NA,2014-06-16,reintroduction,900043000104838
84221,84235,NA,2014-06-16,reintroduction,900043000104897
84221,84235,NA,2014-06-16,reintroduction,900043000104823
84221,84235,NA,2014-06-16,reintroduction,900043000104880
84221,84235,NA,2014-06-16,reintroduction,900043000104801
84221,84235,NA,2014-06-16,reintroduction,900043000104835
84221,84235,NA,2014-06-16,reintroduction,900043000104893
84221,84235,NA,2014-06-16,reintroduction,900043000104810
84221,84235,NA,2014-06-16,reintroduction,900043000104887
84221,84235,NA,2014-06-16,reintroduction,900043000104831
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089643
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089990
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089838
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089769
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089814
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089881
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089911
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089880
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900043000136576
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089523
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900067000089983
"11069,10421,10418",10421,NA,2017-08-15,reintroduction,900043000136717
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072569
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072555
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089823
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072588
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072601
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089716
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072593
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089671
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089591
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072554
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089948
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089502
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089861
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089714
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072602
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072517
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072594
84221,84218,NA,2019-08-05,reintroduction,900043000165118
84221,84218,NA,2019-08-05,reintroduction,900043000165397
84221,84218,NA,2019-08-05,reintroduction,900043000164996
84221,84218,NA,2019-08-05,reintroduction,900043000164801
84221,84218,NA,2019-08-05,reintroduction,900043000165309
84221,84218,NA,2019-08-05,reintroduction,900043000165367
84221,84218,NA,2019-08-05,reintroduction,900043000164758
84221,84218,NA,2019-08-05,reintroduction,900043000165360
84221,84218,NA,2019-08-05,reintroduction,900043000165364
84221,84218,NA,2019-08-05,reintroduction,982000407072551
84221,84218,NA,2019-08-05,reintroduction,900043000165383
84221,84218,NA,2019-08-05,reintroduction,900043000165326
84221,84218,NA,2019-08-05,reintroduction,900043000165314
84221,84218,NA,2019-08-05,reintroduction,900043000164704
84221,84218,NA,2019-08-05,reintroduction,900043000164759
22008,20135,NA,2017-08-15,reintroduction,900067000089820
22008,20135,NA,2017-08-15,reintroduction,900067000089713
22008,20135,NA,2017-08-15,reintroduction,900067000089786
22008,20135,NA,2017-08-15,reintroduction,900067000089984
22008,20135,NA,2017-08-15,reintroduction,900067000089732
22008,20135,NA,2017-08-15,reintroduction,900067000089748
22008,20135,NA,2017-08-15,reintroduction,900067000089988
22008,20135,NA,2017-08-15,reintroduction,900067000089879
22008,20135,NA,2017-08-15,reintroduction,900067000089907
22008,20135,NA,2017-08-15,reintroduction,900067000089813
22008,20135,NA,2017-08-15,reintroduction,900067000089832
22008,20135,NA,2017-08-15,reintroduction,900067000089866
22008,20135,NA,2017-08-15,reintroduction,900067000089975
22008,20135,NA,2017-08-15,reintroduction,900067000089995
22008,20135,NA,2017-08-15,reintroduction,900067000089750
22008,20135,NA,2017-08-15,reintroduction,900067000089853
22008,20135,NA,2017-08-15,reintroduction,900067000089922
22008,20135,NA,2017-08-15,reintroduction,900067000089826
22008,20135,NA,2017-08-15,reintroduction,900067000089660
22008,20135,NA,2017-08-15,reintroduction,900067000089830
22008,20135,NA,2017-08-15,reintroduction,900067000089854
22008,20135,NA,2017-08-15,reintroduction,900067000089778
10490,10486,NA,2016-08-29,translocation,NA
22008,20135,NA,2017-08-15,reintroduction,900067000089845
22008,20135,NA,2017-08-15,reintroduction,900067000089864
22008,20135,NA,2017-08-15,reintroduction,900067000089797
22008,20135,NA,2017-08-15,reintroduction,900067000089942
22008,20135,NA,2017-08-15,reintroduction,900067000089978
22008,20135,NA,2017-08-15,reintroduction,900067000089628
22008,20135,NA,2017-08-15,reintroduction,900067000089692
22008,20135,NA,2017-08-15,reintroduction,900067000089882
22008,20135,NA,2017-08-15,reintroduction,900067000089808
22008,20135,NA,2017-08-15,reintroduction,900067000089790
22008,20135,NA,2017-08-15,reintroduction,900067000089887
84221,84218,NA,2019-08-05,reintroduction,900043000165200
22008,22008,NA,2017-08-15,reintroduction,900067000089600
22008,22008,NA,2017-08-15,reintroduction,900067000089607
22008,22008,NA,2017-08-15,reintroduction,900067000089549
22008,22008,NA,2017-08-15,reintroduction,900067000089759
22008,22008,NA,2017-08-15,reintroduction,900067000089641
22008,22008,NA,2017-08-15,reintroduction,900067000089631
22008,22008,NA,2017-08-15,reintroduction,900067000089633
22008,22008,NA,2017-08-15,reintroduction,900067000089533
22008,22008,NA,2017-08-15,reintroduction,900067000089730
22008,22008,NA,2017-08-15,reintroduction,900067000089572
22008,22008,NA,2017-08-15,reintroduction,900067000089691
22008,22008,NA,2017-08-15,reintroduction,900067000089531
22008,22008,NA,2017-08-15,reintroduction,900067000089653
22008,22008,NA,2017-08-15,reintroduction,900067000089581
22008,22008,NA,2017-08-15,reintroduction,900067000089528
22008,22008,NA,2017-08-15,reintroduction,900067000089651
22008,22008,NA,2017-08-15,reintroduction,900067000089575
84221,84235,NA,2019-08-05,reintroduction,900043000165178
84221,84235,NA,2019-08-05,reintroduction,900043000165319
84221,84235,NA,2019-08-05,reintroduction,900043000165331
84221,84235,NA,2019-08-05,reintroduction,982000407072528
84221,84235,NA,2019-08-05,reintroduction,900043000165296
84221,84235,NA,2019-08-05,reintroduction,900043000164963
84221,84235,NA,2019-08-05,reintroduction,900043000165110
84221,84235,NA,2019-08-05,reintroduction,900043000164705
84221,84235,NA,2019-08-05,reintroduction,900043000164710
84221,84235,NA,2019-08-05,reintroduction,900043000164988
84221,84235,NA,2019-08-05,reintroduction,900043000165308
84221,84235,NA,2019-08-05,reintroduction,900043000165227
84221,84235,NA,2019-08-05,reintroduction,900043000165185
84221,84235,NA,2019-08-05,reintroduction,900043000165298
84221,84235,NA,2019-08-05,reintroduction,900043000165173
84221,84235,NA,2019-08-05,reintroduction,900043000165238
84221,84235,NA,2019-08-05,reintroduction,900043000164739
84221,84235,NA,2019-08-05,reintroduction,900043000165327
84221,84235,NA,2019-08-05,reintroduction,900043000165255
84221,84235,NA,2019-08-05,reintroduction,900043000165310
84221,84235,NA,2019-08-05,reintroduction,900043000165373
84221,84235,NA,2019-08-05,reintroduction,900043000164912
84221,84235,NA,2019-08-05,reintroduction,900043000164745
84221,84235,NA,2019-08-05,reintroduction,900043000165268
84221,84235,NA,2019-08-05,reintroduction,900043000165305
84221,84235,NA,2019-08-05,reintroduction,900043000165186
84221,84235,NA,2019-08-05,reintroduction,900043000165188
84221,84235,NA,2019-08-05,reintroduction,982000407072539
84221,84235,NA,2019-08-05,reintroduction,900043000165245
84221,84235,NA,2019-08-05,reintroduction,900043000164767
84221,84235,NA,2019-08-05,reintroduction,900043000165330
84221,84235,NA,2019-08-05,reintroduction,900043000165393
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072544
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089673
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089785
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089914
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072597
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089604
"21078,21081",20196,20198,2017-08-24,reintroduction,982000407072559
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089588
"21078,21081",20196,20198,2017-08-24,reintroduction,900067000089668
